,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,capital-gain,capital-loss,hours-per-week,income,race,gender,age
22657,0.22277227722772278,179112,0.41681304893350063,13,0.04785541555301005,0.46391076115485563,0.012466124661246613,0,0,40,0,Black,Male,30
17213,0.3042345276872964,241843,0.05705578136554505,1,0.4498151321129047,0.03885903265812319,0.4505235064668446,0,0,40,0,White,Male,51
22001,0.09287257019438445,55950,0.41681304893350063,13,0.04785541555301005,0.09260588657573582,0.012466124661246613,0,0,40,0,Black,Female,28
9573,0.22277227722772278,238281,0.04799107142857143,7,0.04785541555301005,0.2672125046520283,0.012466124661246613,0,0,30,0,White,Male,18
18606,0.22277227722772278,77146,0.41681304893350063,13,0.4498151321129047,0.48318462594371997,0.4505235064668446,0,1887,50,1,White,Male,39
30856,0.22277227722772278,176185,0.19011194029850748,10,0.09529741513547181,0.48318462594371997,0.032577903682719546,0,0,60,0,White,Male,32
14533,0.22277227722772278,208347,0.04799107142857143,7,0.04785541555301005,0.12508784258608574,0.10377203096689178,0,0,40,0,Other,Female,42
5042,0.22277227722772278,256866,0.16029239002741155,9,0.4498151321129047,0.46391076115485563,0.4505235064668446,0,0,45,1,White,Male,45
38263,0.22277227722772278,141363,0.19011194029850748,10,0.04785541555301005,0.03885903265812319,0.10377203096689178,0,0,40,0,White,Female,18
13852,0.39166666666666666,115705,0.2744186046511628,11,0.4498151321129047,0.14131218457101657,0.4505235064668446,7298,0,50,1,White,Male,27
41170,0.22277227722772278,245565,0.41681304893350063,13,0.04785541555301005,0.46391076115485563,0.012466124661246613,0,0,12,0,White,Female,42
44354,0.22277227722772278,104223,0.16029239002741155,9,0.04785541555301005,0.03885903265812319,0.059683794466403164,0,0,32,0,Black,Female,30
40178,0.3042345276872964,196307,0.19011194029850748,10,0.4498151321129047,0.23184079601990049,0.4505235064668446,7688,0,40,1,White,Male,50
542,0.22277227722772278,178100,0.41681304893350063,13,0.09529741513547181,0.48318462594371997,0.10377203096689178,0,0,40,1,White,Female,37
5903,0.22277227722772278,129020,0.41681304893350063,13,0.4498151321129047,0.03885903265812319,0.4505235064668446,0,0,40,0,White,Male,32
37957,0.22277227722772278,125892,0.41681304893350063,13,0.09529741513547181,0.48318462594371997,0.032577903682719546,0,0,40,0,White,Male,48
13768,0.09287257019438445,141409,0.2744186046511628,11,0.4498151321129047,0.09260588657573582,0.4505235064668446,0,0,40,0,White,Male,58
20536,0.22277227722772278,228320,0.16029239002741155,9,0.4498151321129047,0.2922868741542625,0.4505235064668446,0,0,45,1,White,Male,44
6999,0.22277227722772278,26543,0.19011194029850748,10,0.07228915662650602,0.46391076115485563,0.10377203096689178,0,2231,40,1,White,Male,32
9671,0.26043737574552683,352045,0.5564263322884012,14,0.07228915662650602,0.23184079601990049,0.10377203096689178,99999,0,40,1,White,Male,30
24851,0.22277227722772278,102147,0.16029239002741155,9,0.4498151321129047,0.23184079601990049,0.4505235064668446,0,0,40,0,White,Male,45
15670,0.22277227722772278,175006,0.040991116105826314,2,0.07228915662650602,0.12508784258608574,0.032577903682719546,0,0,48,0,Black,Male,48
19212,0.2817650186071239,180599,0.16029239002741155,9,0.04785541555301005,0.23184079601990049,0.10377203096689178,0,0,35,0,White,Male,43
27547,0.22277227722772278,456236,0.16029239002741155,9,0.4498151321129047,0.23184079601990049,0.4505235064668446,0,0,40,1,White,Male,43
4514,0.22277227722772278,210945,0.16029239002741155,9,0.04785541555301005,0.14131218457101657,0.10377203096689178,0,0,48,0,White,Male,39
24584,0.22277227722772278,427055,0.19011194029850748,10,0.4498151321129047,0.14131218457101657,0.4505235064668446,0,0,45,0,White,Male,47
17048,0.22277227722772278,151790,0.19011194029850748,10,0.4498151321129047,0.2672125046520283,0.48365465213746855,0,0,30,0,White,Female,22
27597,0.09287257019438445,79272,0.19011194029850748,10,0.08187919463087248,0.09260588657573582,0.10377203096689178,0,0,6,0,Asian-Pac-Islander,Female,65
18445,0.09287257019438445,331650,0.16029239002741155,9,0.4498151321129047,0.09260588657573582,0.48365465213746855,0,0,8,1,White,Female,47
31503,0.22277227722772278,81132,0.16029239002741155,9,0.4498151321129047,0.03885903265812319,0.4505235064668446,0,0,40,0,Asian-Pac-Islander,Male,45
47055,0.5527272727272727,158751,0.2744186046511628,11,0.04785541555301005,0.2094017094017094,0.059683794466403164,0,0,55,0,White,Male,25
19835,0.22277227722772278,60847,0.2744186046511628,11,0.04785541555301005,0.2672125046520283,0.059683794466403164,0,0,60,0,White,Female,23
25953,0.26043737574552683,191841,0.41681304893350063,13,0.04785541555301005,0.14131218457101657,0.10377203096689178,8614,0,40,1,White,Female,37
8003,0.22277227722772278,278254,0.19011194029850748,10,0.04785541555301005,0.07142857142857142,0.012466124661246613,0,0,40,0,Black,Male,21
22131,0.22277227722772278,110230,0.05446293494704992,6,0.04785541555301005,0.03885903265812319,0.012466124661246613,0,0,11,0,White,Male,18
11830,0.22277227722772278,361280,0.41681304893350063,13,0.04785541555301005,0.46391076115485563,0.10377203096689178,0,0,40,0,Asian-Pac-Islander,Male,30
21427,0.22277227722772278,56179,0.19011194029850748,10,0.04785541555301005,0.48318462594371997,0.10377203096689178,2174,0,55,0,White,Male,28
33543,0.22277227722772278,67218,0.08078602620087336,4,0.4498151321129047,0.2672125046520283,0.032577903682719546,0,0,40,0,White,Male,28
24194,0.3042345276872964,187649,0.16029239002741155,9,0.07228915662650602,0.33127572016460904,0.032577903682719546,0,0,40,0,White,Female,29
22180,0.22277227722772278,200089,0.19011194029850748,10,0.4498151321129047,0.23184079601990049,0.032577903682719546,0,0,40,0,White,Male,23
14626,0.22277227722772278,224699,0.41681304893350063,13,0.4498151321129047,0.48318462594371997,0.48365465213746855,0,0,30,1,White,Female,61
41035,0.2817650186071239,25631,0.19011194029850748,10,0.04785541555301005,0.11950549450549451,0.012466124661246613,0,0,40,0,White,Male,21
44054,0.22277227722772278,57723,0.04799107142857143,7,0.04785541555301005,0.2672125046520283,0.012466124661246613,0,0,30,0,White,Male,17
29972,0.22277227722772278,199688,0.41681304893350063,13,0.4498151321129047,0.48318462594371997,0.4505235064668446,0,1977,60,1,White,Male,51
7565,0.2817650186071239,187919,0.41681304893350063,13,0.4498151321129047,0.2672125046520283,0.4505235064668446,0,0,40,1,White,Male,63
26522,0.22277227722772278,263561,0.41681304893350063,13,0.4498151321129047,0.48318462594371997,0.4505235064668446,0,2246,45,1,White,Male,31
42726,0.22277227722772278,295163,0.0673076923077289,8,0.09529741513547181,0.11950549450549451,0.10377203096689178,0,0,40,0,White,Male,28
48513,0.22277227722772278,215441,0.19011194029850748,10,0.04785541555301005,0.14131218457101657,0.10377203096689178,0,0,40,0,Other,Male,30
26138,0.2817650186071239,96073,0.7628361858190709,15,0.4498151321129047,0.46391076115485563,0.4505235064668446,0,0,50,1,White,Male,61
1399,0.22277227722772278,188800,0.16029239002741155,9,0.4498151321129047,0.2672125046520283,0.4505235064668446,0,0,40,1,White,Male,36
4034,0.22277227722772278,118729,0.16029239002741155,9,0.09529741513547181,0.23184079601990049,0.10377203096689178,0,0,40,1,White,Male,47
25255,0.22277227722772278,226943,0.16029239002741155,9,0.09529741513547181,0.14131218457101657,0.059683794466403164,0,0,35,0,White,Female,30
46845,0.22277227722772278,223277,0.41681304893350063,13,0.4498151321129047,0.14131218457101657,0.4505235064668446,0,0,50,1,White,Male,40
29077,0.22277227722772278,38397,0.16029239002741155,9,0.09529741513547181,0.03885903265812319,0.10377203096689178,0,0,40,0,White,Female,41
11392,0.22277227722772278,323054,0.16029239002741155,9,0.04785541555301005,0.2672125046520283,0.10377203096689178,0,0,30,0,Asian-Pac-Islander,Male,19
14696,0.22277227722772278,197651,0.16029239002741155,9,0.04785541555301005,0.2672125046520283,0.059683794466403164,0,0,40,0,White,Female,25
37611,0.22277227722772278,178449,0.19011194029850748,10,0.04785541555301005,0.14131218457101657,0.10377203096689178,0,0,49,0,White,Male,33
4102,0.5527272727272727,325373,0.08078602620087336,4,0.4498151321129047,0.23184079601990049,0.4505235064668446,0,0,48,0,White,Male,67
1871,0.22277227722772278,167835,0.2744186046511628,11,0.04785541555301005,0.46391076115485563,0.012466124661246613,0,0,35,0,White,Female,25
4709,0.22277227722772278,265190,0.41681304893350063,13,0.4498151321129047,0.2672125046520283,0.4505235064668446,0,0,40,0,White,Male,32
41606,0.22277227722772278,54440,0.19011194029850748,10,0.04785541555301005,0.03885903265812319,0.012466124661246613,0,0,30,0,White,Male,18
33462,0.22277227722772278,235307,0.41681304893350063,13,0.4498151321129047,0.46391076115485563,0.4505235064668446,0,0,40,1,White,Male,52
17823,0.3042345276872964,203070,0.16029239002741155,9,0.07228915662650602,0.33127572016460904,0.10377203096689178,0,0,40,0,White,Male,39
7922,0.22277227722772278,34616,0.19011194029850748,10,0.04785541555301005,0.03885903265812319,0.059683794466403164,0,0,20,0,White,Female,22
45511,0.22277227722772278,178312,0.16029239002741155,9,0.4498151321129047,0.2672125046520283,0.4505235064668446,7298,0,65,1,White,Male,60
11572,0.22277227722772278,158438,0.19011194029850748,10,0.4498151321129047,0.23184079601990049,0.4505235064668446,0,0,50,1,White,Male,33
42639,0.22277227722772278,43313,0.05446293494704992,6,0.4498151321129047,0.23184079601990049,0.4505235064668446,0,0,40,0,White,Male,63
22442,0.5527272727272727,186934,0.41681304893350063,13,0.09398496240910283,0.2672125046520283,0.10377203096689178,0,0,40,0,White,Male,39
14704,0.2817650186071239,343242,0.19011194029850748,10,0.4498151321129047,0.2094017094017094,0.4505235064668446,0,0,55,0,White,Male,50
20330,0.22277227722772278,25955,0.2744186046511628,11,0.09529741513547181,0.23184079601990049,0.10377203096689178,0,0,40,0,Amer-Indian-Eskimo,Male,28
48232,0.2817650186071239,198841,0.04799107142857143,7,0.4498151321129047,0.2094017094017094,0.4505235064668446,0,0,40,0,White,Male,37
41,0.5527272727272727,120277,0.2744186046511628,11,0.4498151321129047,0.2672125046520283,0.4505235064668446,0,0,45,1,White,Male,44
12676,0.09287257019438445,188102,0.16029239002741155,9,0.4498151321129047,0.09260588657573582,0.4505235064668446,0,0,8,1,White,Male,68
24551,0.22277227722772278,118308,0.41681304893350063,13,0.4498151321129047,0.46391076115485563,0.4505235064668446,0,1977,50,1,White,Male,43
42145,0.22277227722772278,209472,0.16029239002741155,9,0.4498151321129047,0.12508784258608574,0.4505235064668446,0,0,38,0,White,Male,29
38208,0.22277227722772278,89625,0.19011194029850748,10,0.4498151321129047,0.46391076115485563,0.48365465213746855,0,0,5,1,Asian-Pac-Islander,Female,30
35288,0.22277227722772278,659558,0.0673076923077289,8,0.08187919463087248,0.03885903265812319,0.059683794466403164,0,0,40,0,Black,Female,56
37441,0.22277227722772278,162424,0.16029239002741155,9,0.4498151321129047,0.23184079601990049,0.4505235064668446,0,0,45,0,White,Male,36
17074,0.22277227722772278,211046,0.16029239002741155,9,0.04785541555301005,0.2672125046520283,0.10377203096689178,2463,0,40,0,White,Female,23
31413,0.22277227722772278,158162,0.41681304893350063,13,0.04785541555301005,0.48318462594371997,0.10377203096689178,13550,0,50,1,White,Female,31
42053,0.09287257019438445,106648,0.16029239002741155,9,0.4498151321129047,0.09260588657573582,0.4505235064668446,0,0,25,0,White,Male,63
12497,0.3042345276872964,240517,0.19011194029850748,10,0.04785541555301005,0.14131218457101657,0.012466124661246613,0,0,20,0,White,Female,20
8522,0.22277227722772278,150683,0.16029239002741155,9,0.04785541555301005,0.2094017094017094,0.012466124661246613,0,0,20,0,White,Male,22
41041,0.09287257019438445,174182,0.04799107142857143,7,0.4498151321129047,0.09260588657573582,0.48365465213746855,0,0,24,0,Other,Female,24
44849,0.3042345276872964,195262,0.04799107142857143,7,0.04785541555301005,0.23184079601990049,0.012466124661246613,0,0,35,0,White,Male,17
32278,0.5527272727272727,136218,0.16029239002741155,9,0.08187919463087248,0.03885903265812319,0.059683794466403164,0,0,15,0,White,Female,68
44540,0.2817650186071239,95445,0.19011194029850748,10,0.4498151321129047,0.2094017094017094,0.4505235064668446,3137,0,46,0,White,Male,60
13681,0.22277227722772278,110998,0.19011194029850748,10,0.04785541555301005,0.14131218457101657,0.012466124661246613,0,0,40,0,Asian-Pac-Islander,Female,19
12646,0.3042345276872964,244074,0.16029239002741155,9,0.04785541555301005,0.03885903265812319,0.10377203096689178,0,0,22,0,White,Female,21
35705,0.22277227722772278,168981,0.2744186046511628,11,0.04785541555301005,0.46391076115485563,0.059683794466403164,0,0,55,0,White,Female,33
16835,0.39166666666666666,319560,0.2744186046511628,11,0.09529741513547181,0.23184079601990049,0.059683794466403164,0,0,40,1,Black,Female,33
41937,0.22277227722772278,167737,0.0673076923077289,8,0.04785541555301005,0.12508784258608574,0.10377203096689178,0,0,45,0,White,Male,27
33315,0.22277227722772278,129980,0.05337078651685444,5,0.04785541555301005,0.2094017094017094,0.012466124661246613,0,0,40,0,White,Male,21
22502,0.22277227722772278,316470,0.19011194029850748,10,0.04785541555301005,0.14131218457101657,0.10377203096689178,0,0,40,0,White,Male,34
11742,0.22277227722772278,94880,0.19011194029850748,10,0.09398496240910283,0.23184079601990049,0.032577903682719546,0,0,40,0,White,Male,29
18348,0.22277227722772278,98837,0.16029239002741155,9,0.08187919463087248,0.14131218457101657,0.10377203096689178,0,0,40,0,White,Female,66
46044,0.22277227722772278,199018,0.7628361858190709,15,0.4498151321129047,0.48318462594371997,0.4505235064668446,0,0,40,1,White,Male,41
3919,0.22277227722772278,144144,0.16029239002741155,9,0.04785541555301005,0.07142857142857142,0.059683794466403164,0,0,30,0,Black,Female,41
7244,0.22277227722772278,69495,0.16029239002741155,9,0.4498151321129047,0.2094017094017094,0.4505235064668446,0,0,40,0,White,Male,40
34546,0.22277227722772278,198316,0.05446293494704992,6,0.4498151321129047,0.48318462594371997,0.4505235064668446,0,0,40,1,White,Male,40
24087,0.22277227722772278,86551,0.16029239002741155,9,0.4498151321129047,0.03885903265812319,0.4505235064668446,0,0,40,1,White,Male,39
6384,0.09287257019438445,95862,0.16029239002741155,9,0.04785541555301005,0.09260588657573582,0.10377203096689178,0,0,40,0,White,Female,24
3470,0.2817650186071239,311231,0.16029239002741155,9,0.4498151321129047,0.11950549450549451,0.4505235064668446,0,0,40,0,White,Male,46
4432,0.26043737574552683,291586,0.16029239002741155,9,0.09529741513547181,0.2094017094017094,0.059683794466403164,0,0,40,0,White,Male,26
29287,0.2817650186071239,226198,0.16029239002741155,9,0.09529741513547181,0.48318462594371997,0.10377203096689178,0,0,40,0,White,Female,28
23125,0.39166666666666666,325538,0.5564263322884012,14,0.4498151321129047,0.46391076115485563,0.4505235064668446,0,0,40,1,White,Male,37
2068,0.22277227722772278,117606,0.41681304893350063,13,0.04785541555301005,0.2672125046520283,0.012466124661246613,0,0,8,0,White,Female,22
42060,0.22277227722772278,166210,0.16029239002741155,9,0.09529741513547181,0.07142857142857142,0.012466124661246613,0,0,50,0,White,Male,29
40627,0.22277227722772278,196385,0.2744186046511628,11,0.4498151321129047,0.48318462594371997,0.4505235064668446,0,0,40,0,White,Male,34
19129,0.22277227722772278,246449,0.19011194029850748,10,0.4498151321129047,0.48318462594371997,0.4505235064668446,0,0,60,1,White,Male,36
10789,0.22277227722772278,176471,0.16029239002741155,9,0.09529741513547181,0.03885903265812319,0.059683794466403164,0,0,38,0,White,Female,30
30674,0.22277227722772278,150463,0.16029239002741155,9,0.04785541555301005,0.016401866161656717,0.059683794466403164,0,0,40,0,Other,Female,23
6480,0.22277227722772278,39464,0.16029239002741155,9,0.09529741513547181,0.14131218457101657,0.059683794466403164,0,0,40,0,White,Female,45
10085,0.22277227722772278,311826,0.19011194029850748,10,0.04785541555301005,0.2672125046520283,0.059683794466403164,0,0,18,0,White,Female,24
48316,0.22277227722772278,566537,0.05705578136554505,1,0.4498151321129047,0.03885903265812319,0.4505235064668446,0,1672,40,0,White,Male,40
11954,0.22277227722772278,205266,0.16029239002741155,9,0.4498151321129047,0.14131218457101657,0.4505235064668446,0,0,40,0,White,Male,61
28563,0.22277227722772278,239539,0.16029239002741155,9,0.09398496240910283,0.12508784258608574,0.012466124661246613,0,0,40,0,Asian-Pac-Islander,Male,28
46082,0.22277227722772278,141745,0.16029239002741155,9,0.09529741513547181,0.03885903265812319,0.10377203096689178,0,0,40,0,Black,Female,61
24336,0.22277227722772278,205659,0.2664041994750656,12,0.4498151321129047,0.48318462594371997,0.48365465213746855,0,0,50,1,White,Female,30
18214,0.22277227722772278,211231,0.16029239002741155,9,0.4498151321129047,0.2922868741542625,0.032577903682719546,0,0,48,1,White,Female,25
34736,0.22277227722772278,137253,0.16029239002741155,9,0.09529741513547181,0.46391076115485563,0.059683794466403164,0,0,40,1,White,Female,51
20115,0.09287257019438445,169886,0.41681304893350063,13,0.04785541555301005,0.09260588657573582,0.10377203096689178,0,0,20,0,White,Female,32
13043,0.3042345276872964,247082,0.5564263322884012,14,0.4498151321129047,0.46391076115485563,0.4505235064668446,0,0,40,1,White,Male,41
7932,0.2817650186071239,142988,0.19011194029850748,10,0.4498151321129047,0.23184079601990049,0.4505235064668446,0,0,40,0,White,Male,61
4017,0.09287257019438445,471876,0.16029239002741155,9,0.04785541555301005,0.09260588657573582,0.012466124661246613,0,0,15,0,White,Female,18
39397,0.22277227722772278,382368,0.19011194029850748,10,0.04785541555301005,0.14131218457101657,0.10377203096689178,0,0,40,0,White,Male,31
27528,0.22277227722772278,152878,0.16029239002741155,9,0.4498151321129047,0.2094017094017094,0.4505235064668446,0,0,40,0,White,Male,22
6813,0.26043737574552683,156065,0.41681304893350063,13,0.09529741513547181,0.14131218457101657,0.10377203096689178,0,0,40,0,White,Female,45
14014,0.22277227722772278,189680,0.16029239002741155,9,0.07228915662650602,0.23184079601990049,0.059683794466403164,0,0,40,1,White,Male,47
8955,0.22277227722772278,188328,0.5564263322884012,14,0.08187919463087248,0.46391076115485563,0.10377203096689178,0,0,5,0,White,Female,85
5727,0.22277227722772278,129528,0.41681304893350063,13,0.04785541555301005,0.46391076115485563,0.10377203096689178,0,0,40,0,White,Female,29
24286,0.22277227722772278,189830,0.19011194029850748,10,0.4498151321129047,0.03885903265812319,0.4505235064668446,0,0,50,0,Black,Male,23
6756,0.3042345276872964,335248,0.2744186046511628,11,0.09529741513547181,0.46391076115485563,0.10377203096689178,0,0,36,0,White,Female,42
26862,0.09287257019438445,203076,0.16029239002741155,9,0.4498151321129047,0.09260588657573582,0.4505235064668446,0,0,40,0,White,Male,24
40118,0.22277227722772278,245487,0.16029239002741155,9,0.4498151321129047,0.23184079601990049,0.4505235064668446,0,0,40,0,Other,Male,43
47242,0.22277227722772278,366219,0.16029239002741155,9,0.4498151321129047,0.23184079601990049,0.4505235064668446,0,1848,60,1,Black,Male,26
32317,0.22277227722772278,177119,0.5564263322884012,14,0.04785541555301005,0.48318462594371997,0.10377203096689178,0,0,80,0,White,Female,28
8913,0.22277227722772278,213140,0.5564263322884012,14,0.4498151321129047,0.46391076115485563,0.4505235064668446,0,1977,52,1,White,Male,45
22991,0.26043737574552683,120041,0.41681304893350063,13,0.04785541555301005,0.46391076115485563,0.10377203096689178,0,0,40,0,White,Female,25
20009,0.22277227722772278,151868,0.05337078651685444,5,0.4498151321129047,0.23184079601990049,0.4505235064668446,0,0,40,0,White,Male,30
32854,0.22277227722772278,174215,0.7260273972595307,16,0.04785541555301005,0.46391076115485563,0.10377203096689178,0,0,15,0,White,Female,30
39851,0.3042345276872964,228372,0.5564263322884012,14,0.4498151321129047,0.46391076115485563,0.4505235064668446,0,0,48,1,White,Male,47
31942,0.22277227722772278,191529,0.41681304893350063,13,0.09529741513547181,0.11950549450549451,0.10377203096689178,0,0,40,0,White,Male,52
21419,0.39166666666666666,57924,0.19011194029850748,10,0.04785541555301005,0.33127572016460904,0.012466124661246613,0,0,40,0,White,Male,41
9334,0.39166666666666666,212600,0.5564263322884012,14,0.09529741513547181,0.48318462594371997,0.10377203096689178,0,0,40,1,White,Male,55
47997,0.22277227722772278,143368,0.19011194029850748,10,0.04785541555301005,0.03885903265812319,0.10377203096689178,0,0,55,0,Black,Male,44
29087,0.22277227722772278,136224,0.41681304893350063,13,0.09529741513547181,0.14131218457101657,0.10377203096689178,0,0,40,0,White,Female,51
13242,0.22277227722772278,213799,0.2744186046511628,11,0.4498151321129047,0.11950549450549451,0.4505235064668446,0,0,35,0,White,Male,25
27805,0.22277227722772278,189623,0.41681304893350063,13,0.09529741513547181,0.2672125046520283,0.059683794466403164,0,0,60,0,White,Male,39
28157,0.22277227722772278,22418,0.16029239002741155,9,0.4498151321129047,0.23184079601990049,0.4505235064668446,0,0,40,0,White,Male,53
10474,0.3042345276872964,127424,0.41681304893350063,13,0.4498151321129047,0.14131218457101657,0.4505235064668446,0,0,50,1,Black,Male,36
9166,0.22277227722772278,298435,0.19011194029850748,10,0.04785541555301005,0.14131218457101657,0.012466124661246613,0,2001,40,0,White,Female,19
32211,0.22277227722772278,31924,0.19011194029850748,10,0.08187919463087248,0.14131218457101657,0.10377203096689178,0,0,15,0,White,Female,65
25261,0.2817650186071239,249585,0.04799107142857143,7,0.4498151321129047,0.48318462594371997,0.4505235064668446,0,0,65,0,White,Male,49
5655,0.22277227722772278,174662,0.16029239002741155,9,0.4498151321129047,0.23184079601990049,0.4505235064668446,0,0,40,0,White,Male,57
18882,0.39166666666666666,162137,0.16029239002741155,9,0.4498151321129047,0.2094017094017094,0.4505235064668446,0,0,40,0,Amer-Indian-Eskimo,Male,56
29291,0.5527272727272727,202937,0.5564263322884012,14,0.4498151321129047,0.46391076115485563,0.48365465213746855,0,0,40,1,White,Female,39
47563,0.22277227722772278,112847,0.2744186046511628,11,0.4498151321129047,0.23184079601990049,0.4505235064668446,7298,0,32,1,Asian-Pac-Islander,Male,29
35852,0.2817650186071239,92845,0.05204460966835875,3,0.4498151321129047,0.11950549450549451,0.4505235064668446,0,0,40,0,White,Male,60
1951,0.22277227722772278,201343,0.16029239002741155,9,0.4498151321129047,0.23184079601990049,0.4505235064668446,2885,0,40,0,White,Male,42
27125,0.22277227722772278,335421,0.41681304893350063,13,0.04785541555301005,0.46391076115485563,0.10377203096689178,0,0,20,0,White,Female,27
3250,0.22277227722772278,227823,0.2664041994750656,12,0.09529741513547181,0.14131218457101657,0.012466124661246613,0,0,70,0,White,Female,40
33250,0.22277227722772278,189762,0.2664041994750656,12,0.04785541555301005,0.2922868741542625,0.10377203096689178,0,0,56,0,White,Male,46
23059,0.22277227722772278,180807,0.19011194029850748,10,0.09529741513547181,0.48318462594371997,0.059683794466403164,0,0,40,0,White,Female,51
7897,0.22277227722772278,123681,0.19011194029850748,10,0.4498151321129047,0.2094017094017094,0.4505235064668446,0,0,40,1,White,Male,48
2673,0.22277227722772278,49325,0.5564263322884012,14,0.4498151321129047,0.48318462594371997,0.4505235064668446,0,0,40,1,White,Male,34
48091,0.09287257019438445,35854,0.19011194029850748,10,0.04785541555301005,0.09260588657573582,0.012466124661246613,0,0,40,0,White,Female,35
20689,0.22277227722772278,29658,0.16029239002741155,9,0.4498151321129047,0.14131218457101657,0.4505235064668446,0,0,40,0,White,Male,52
39520,0.22277227722772278,89347,0.04799107142857143,7,0.04785541555301005,0.12508784258608574,0.10377203096689178,0,0,40,0,White,Female,24
33219,0.3042345276872964,163725,0.41681304893350063,13,0.4498151321129047,0.46391076115485563,0.4505235064668446,7688,0,40,1,White,Male,40
26033,0.22277227722772278,255941,0.5564263322884012,14,0.04785541555301005,0.48318462594371997,0.10377203096689178,10520,0,50,1,White,Female,38
6048,0.22277227722772278,60552,0.16029239002741155,9,0.04785541555301005,0.14131218457101657,0.012466124661246613,0,0,40,0,White,Female,21
29986,0.22277227722772278,167031,0.41681304893350063,13,0.04785541555301005,0.46391076115485563,0.059683794466403164,0,0,33,0,Other,Female,27
3984,0.22277227722772278,182521,0.7628361858190709,15,0.09529741513547181,0.46391076115485563,0.059683794466403164,15020,0,35,1,White,Female,43
3571,0.22277227722772278,194813,0.16029239002741155,9,0.4498151321129047,0.23184079601990049,0.4505235064668446,0,0,50,0,White,Male,25
26103,0.22277227722772278,57635,0.2744186046511628,11,0.4498151321129047,0.2672125046520283,0.48365465213746855,0,0,42,1,White,Female,25
25158,0.22277227722772278,204788,0.16029239002741155,9,0.04785541555301005,0.14131218457101657,0.10377203096689178,0,0,40,0,White,Female,27
29246,0.22277227722772278,192663,0.16029239002741155,9,0.07228915662650602,0.2672125046520283,0.10377203096689178,0,0,35,0,White,Female,33
41326,0.22277227722772278,245659,0.19011194029850748,10,0.07228915662650602,0.03885903265812319,0.059683794466403164,0,0,38,0,White,Female,33
17262,0.22277227722772278,284317,0.2664041994750656,12,0.04785541555301005,0.14131218457101657,0.10377203096689178,0,0,40,0,White,Female,22
6144,0.3042345276872964,193553,0.19011194029850748,10,0.4498151321129047,0.33127572016460904,0.4505235064668446,0,0,64,1,Black,Male,41
36876,0.09287257019438445,155755,0.16029239002741155,9,0.09529741513547181,0.09260588657573582,0.10377203096689178,4416,0,25,0,White,Female,54
35076,0.22277227722772278,105787,0.16029239002741155,9,0.04785541555301005,0.23184079601990049,0.012466124661246613,0,0,36,0,White,Male,26
6275,0.22277227722772278,289890,0.04799107142857143,7,0.4498151321129047,0.12508784258608574,0.4505235064668446,0,0,40,0,White,Male,35
28098,0.22277227722772278,382499,0.16029239002741155,9,0.09529741513547181,0.14131218457101657,0.059683794466403164,0,0,50,0,White,Female,40
29277,0.09287257019438445,122265,0.16029239002741155,9,0.09529741513547181,0.09260588657573582,0.10377203096689178,0,0,42,0,Asian-Pac-Islander,Female,37
2089,0.39166666666666666,341638,0.2664041994750656,12,0.4498151321129047,0.33127572016460904,0.4505235064668446,0,0,92,0,White,Male,41
41317,0.22277227722772278,153522,0.16029239002741155,9,0.08187919463087248,0.03885903265812319,0.059683794466403164,0,0,17,0,White,Female,65
3858,0.22277227722772278,40666,0.41681304893350063,13,0.4498151321129047,0.46391076115485563,0.4505235064668446,0,0,40,0,White,Male,45
38549,0.22277227722772278,125437,0.16029239002741155,9,0.09529741513547181,0.03885903265812319,0.10377203096689178,0,0,32,0,White,Female,69
9563,0.09287257019438445,102058,0.040991116105826314,2,0.4498151321129047,0.09260588657573582,0.4505235064668446,0,0,45,0,White,Male,59
48076,0.3042345276872964,311409,0.5564263322884012,14,0.4498151321129047,0.46391076115485563,0.4505235064668446,7688,0,30,1,Black,Male,58
35089,0.22277227722772278,293691,0.16029239002741155,9,0.09529741513547181,0.14131218457101657,0.10377203096689178,0,1590,40,0,Asian-Pac-Islander,Female,45
27264,0.2817650186071239,292472,0.19011194029850748,10,0.4498151321129047,0.2672125046520283,0.4505235064668446,0,0,55,1,Amer-Indian-Eskimo,Male,30
41904,0.2817650186071239,248841,0.16029239002741155,9,0.4498151321129047,0.2672125046520283,0.4505235064668446,15024,0,40,1,White,Male,58
18231,0.2817650186071239,483201,0.41681304893350063,13,0.4498151321129047,0.48318462594371997,0.4505235064668446,0,0,40,0,White,Male,44
34401,0.22277227722772278,109952,0.19011194029850748,10,0.04785541555301005,0.07142857142857142,0.012466124661246613,0,0,25,0,White,Male,20
47933,0.22277227722772278,132222,0.19011194029850748,10,0.4498151321129047,0.12508784258608574,0.4505235064668446,4386,0,50,1,White,Male,40
29944,0.22277227722772278,240517,0.19011194029850748,10,0.04785541555301005,0.12508784258608574,0.012466124661246613,0,0,70,0,White,Female,21
10194,0.22277227722772278,121718,0.41681304893350063,13,0.4498151321129047,0.48318462594371997,0.4505235064668446,15024,0,48,1,White,Male,44
9720,0.22277227722772278,44671,0.16029239002741155,9,0.4498151321129047,0.14131218457101657,0.4505235064668446,0,0,38,0,White,Male,47
14462,0.22277227722772278,142566,0.05446293494704992,6,0.04785541555301005,0.12508784258608574,0.10377203096689178,0,0,45,0,White,Male,24
